"","BRCA1","nonBRCA1","FC_nonBRCA1_BRCA1","logFC_nonBRCA1_BRCA1","p.val.adj.nonBRCA1.BRCA1","labels","input.mz","input.rt","M+H","M+NH4","M+Na","M+K","M+H-H2O","M+H-2H2O"
"FT00630",2798.03686523438,21083.5732421875,7.53513061394974,2.91363251971485,3.50601122980654e-11,"FT00630",127.023436578149,53.5599388580322,"No hit","No hit","No hit","No hit","No hit","1,2-Dihydroxy-3-keto-5-methylthiopentene"
"FT00631",1163.95373535156,6532.884765625,5.61266703925461,2.48868647671226,1.83475597374814e-05,"FT00631",127.038250597204,301.572937011719,"1,2,3-Trihydroxybenzene;1,3,5-Trihydroxybenzene;Methyl 2-furoate;Maltol;4-Hydroxy-2H-pyran-3-carboxaldehyde;(Z)-Tamarindienal","No hit","No hit","No hit","3-Hexenedioic acid;3-Methylglutaconic acid;(E)-2-Methylglutaconic acid;trans-2-Hexenedioic acid;3-Hydroxyadipic acid 3,6-lactone;Dimethyl fumarate;Maleic acid homopolymer;Ethyl hydrogen fumarate","No hit"
"FT00632",6772.73388671875,54788.734375,8.08960388690896,3.0160690618168,0.0980648961963313,"FT00632",127.038428774518,268.036346435547,"1,2,3-Trihydroxybenzene;1,3,5-Trihydroxybenzene;Methyl 2-furoate;Maltol;4-Hydroxy-2H-pyran-3-carboxaldehyde;(Z)-Tamarindienal","No hit","No hit","No hit","3-Hexenedioic acid;3-Methylglutaconic acid;(E)-2-Methylglutaconic acid;trans-2-Hexenedioic acid;3-Hydroxyadipic acid 3,6-lactone;Dimethyl fumarate;Maleic acid homopolymer;Ethyl hydrogen fumarate","2-Hydroxyadipic acid;3-Hydroxyadipic acid;3-Hydroxymethylglutaric acid;2(R)-Hydroxyadipic acid;Levoglucosan;D-1-Deoxy-erythro-hexo-2,3-diulose"
"FT00633",3870.86499023438,14114.8112792969,3.64642303849565,1.86648194484815,0.0213116222659012,"FT00633",127.037577034242,53.7329411010742,"No hit","No hit","2-Hydroxybutyric acid;(R)-3-Hydroxybutyric acid;(S)-3-Hydroxyisobutyric acid;(R)-3-Hydroxyisobutyric acid;3-Hydroxybutyric acid;(S)-3-Hydroxybutyric acid;4-Hydroxybutyric acid;Ethoxyacetic acid","No hit","No hit","No hit"
"FT00641",76787.0625,68580.39453125,-1.11966492792646,-0.163067054475704,0.000473060373504206,"FT00641",127.977765964299,72.5954632873535,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00643",253341.96875,414499.828125,1.63612776110551,0.710285409108878,0.00029455002772679,"FT00643",128.018242712355,42.9362297058105,"No hit","No hit","No hit","No hit","No hit","Acetylcysteine"
"FT00649",750.234436035156,3571.78588867188,4.76089301838512,2.25123221058311,0.0977060112536739,"FT00649",128.041198914005,268.180480957031,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00650",200,4688.3095703125,23.4415478515625,4.55099592932527,2.24212036006454e-05,"FT00650",128.043943355603,104.979446411133,"No hit","No hit","N-Nitroethylenediamine","No hit","No hit","No hit"
"FT00651",706.021850585938,4527.5234375,6.41272424322639,2.68093737045602,3.79824339187378e-07,"FT00651",128.044235495272,250.30908203125,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00655",1184.41662597656,3528.35314941406,2.97897975427768,1.57481831878636,1.79428012249971e-06,"FT00655",128.069415112495,69.4394760131836,"D-1-Piperideine-2-carboxylic acid;(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate;(±)-4-Methylene-2-pyrrolidinecarboxylic acid","No hit","No hit","No hit","No hit","No hit"
"FT00656",1381.38916015625,1633.94152832031,1.18282492395951,0.242236548717937,0.354679294759452,"FT00656",128.07960949084,105.055526733398,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00659",1463499.5,1428435.9375,-1.02454682186264,-0.034985917121726,0.176268878876909,"FT00659",128.142623139676,536.875366210938,"(S)-2-Propylpiperidine","No hit","No hit","No hit","No hit","No hit"
"FT00660",998489.5625,1002967.5,1.00448471137624,0.00645560589346767,0.494724864680694,"FT00660",128.142562822103,468.11848449707,"(S)-2-Propylpiperidine","No hit","No hit","No hit","No hit","No hit"
"FT00665",1722306.25,1731668.4375,1.0054358436544,0.00782102694946776,0.315325651527728,"FT00665",128.142660370246,586.941040039062,"(S)-2-Propylpiperidine","No hit","No hit","No hit","No hit","No hit"
"FT00668",237574.890625,226845.6328125,-1.04729761679551,-0.0666714797671272,0.34033598853443,"FT00668",128.142517868272,266.266220092773,"(S)-2-Propylpiperidine","No hit","No hit","No hit","No hit","No hit"
"FT00669",475572.34375,479949.59375,1.00920417273529,0.0132180765200527,0.818060795701026,"FT00669",128.142643773564,347.959289550781,"(S)-2-Propylpiperidine","No hit","No hit","No hit","No hit","No hit"
"FT00675",239330.546875,217500.546875,-1.10036756373098,-0.137985518109033,0.0459602173111543,"FT00675",128.94995860485,260.248687744141,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00676",297394.8125,303635.375,1.0209841000505,0.0299603990688916,0.133408541205414,"FT00676",128.949975298782,44.2190608978271,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00683",21076.103515625,27695.8203125,1.31408636762328,0.394060099135899,0.078051763771614,"FT00683",128.983495090314,105.23713684082,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00684",51679.95703125,71977.56640625,1.39275592591392,0.477942454402985,0.000395163258431965,"FT00684",129.018966222331,43.0048065185547,"No hit","No hit","No hit","No hit","Oxoglutaric acid;3-Oxoglutaric acid","No hit"
"FT00686",11121.5263671875,4444.05078125,-2.50256509536538,-1.32340759614994,1.23773770675813e-06,"FT00686",129.051145367885,243.023574829102,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00687",2889.55688476562,1424.49322509766,-2.02848060900222,-1.02039951135362,5.21683121979821e-06,"FT00687",129.0509743965,48.5961990356445,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00689",50102.734375,79422.025390625,1.58518345119013,0.664649811220862,0.939987410658521,"FT00689",129.064687404005,58.1698093414307,"Dihydrothymine;Squamolone;L-Cyclo(alanylglycyl)","No hit","No hit","No hit","No hit","No hit"
"FT00690",189315.78125,171171.7265625,-1.10599913345429,-0.145350255227516,0.000145820426192483,"FT00690",129.091033607732,243.516967773438,"Isopentenyl acetate;1-Methoxy-3-methylene-2-pentanone;Cyclohexanecarboxylic acid;Cyclohexyl formate;2,3-Heptanedione;3,4-Heptanedione;2-Heptenoic acid;Methyl 2E-hexenoate;Methyl (Z)-3-hexenoate;5-Methyl-2,3-hexanedione;Ethyl 4-pentenoate;3-Methyl-3-butenyl acetate;4-Pentenyl acetate;4-Heptenoic acid;Ethyl tiglate;2,4-Dimethyl-2-pentenoic acid;Allyl butyrate","No hit","No hit","No hit","3-Hydroxyisoheptanoic acid;(+/-)-Ethyl 2-hydroxy-2-methylbutyrate;Methyl DL-Leucate","No hit"
"FT00691",38625.81640625,38795.029296875,1.00438082366584,0.00630638905230284,0.813387129598601,"FT00691",129.101318385782,312.578720092773,"No hit","N-Acetyl-2,3-dihydro-1H-pyrrole;5-Acetyl-3,4-dihydro-2H-pyrrole","No hit","No hit","No hit","No hit"
"FT00692",1728.3681640625,18849.6440429688,10.9060352041332,3.44705481241175,3.08850644226144e-08,"FT00692",129.101321300126,46.6155624389648,"No hit","N-Acetyl-2,3-dihydro-1H-pyrrole;5-Acetyl-3,4-dihydro-2H-pyrrole","No hit","No hit","No hit","No hit"
"FT00693",51619.8359375,166198.1796875,3.21965726293142,1.68690711958632,1.78011771989617e-12,"FT00693",129.137529004001,40.9018936157227,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00694",126271.484375,121688.66796875,-1.03766017397303,-0.0533340490963352,0.390560908036464,"FT00694",129.145689597792,535.876586914062,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00695",139443.765625,141522.328125,1.01490609845972,0.021346251988414,0.991395217836392,"FT00695",129.145707915681,565.745971679688,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00698",148787.890625,149762.8515625,1.00655269009732,0.00942269511317804,0.688598145379588,"FT00698",129.145718865799,587.273712158203,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00699",97012.296875,96607.33984375,-1.00419178327345,-0.00603482541901516,0.815995789880976,"FT00699",129.145673945637,487.142974853516,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00703",33631.6953125,35286.728515625,1.04921051965257,0.0693041776168984,0.0824975324376991,"FT00703",129.14560121902,313.40705871582,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00704",22642,22976.36328125,1.01476739162839,0.0211490659296882,0.748931412031796,"FT00704",129.145549140316,267.852447509766,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00705",58249.37109375,59514.408203125,1.02171760974619,0.0309965081011812,0.853522226161303,"FT00705",129.145642067585,401.364532470703,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00706",79799.0625,80576.296875,1.00973989356078,0.013983706246286,0.311474560943,"FT00706",129.145637628999,449.428,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00708",7678.359375,21392.0283203125,2.78601551132953,1.47820329026361,2.91778497400352e-08,"FT00708",129.535201269518,276.176391601562,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00709",36136.0703125,33248.091796875,-1.08686148165341,-0.120168083451007,0.0110903292748445,"FT00709",129.592457945874,243.538833618164,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00710",9669.2392578125,7830.76049804688,-1.2347765278001,-0.304249963747364,4.27794454502251e-06,"FT00710",129.933386730792,61.5018196105957,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00715",47735.8828125,47856.912109375,1.00253539454482,0.00365317197483533,0.553460256014713,"FT00715",130.006812859293,112.115875244141,"Ganglioside GA1 (d18:1/20:0);Tetrahexosylceramide (d18:1/20:0);Disialyllacto-N-tetraose;Ganglioside GM3 (d18:0/25:0);Neurotensin 1-10;Balanitesin","No hit","No hit","No hit","No hit","No hit"
"FT00723",41947.5859375,45783.546875,1.09144652431764,0.126241446873199,0.152706509939981,"FT00723",130.010520397766,42.9042472839355,"No hit","No hit","No hit","No hit","No hit","4-Hydroxybenzyl isothiocyanate"
"FT00724",18425.47265625,36016.17578125,1.95469481044944,0.966943374887442,2.14064725726004e-11,"FT00724",130.048968894011,243.876823425293,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","3-Furoic acid;2-Furoic acid","No hit","No hit","No hit","No hit"
"FT00725",88354.1796875,338193.078125,3.82769756135087,1.93647684236923,0.000100554979928371,"FT00725",130.048819068448,172.81664276123,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","3-Furoic acid;2-Furoic acid","No hit","No hit","No hit","No hit"
"FT00726",16578.478515625,26780.0234375,1.61534868306885,0.691845613239845,0.88170575466173,"FT00726",130.048610095152,104.500171661377,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","No hit","No hit","No hit","No hit","No hit"
"FT00727",9291.533203125,15973.4116210938,1.7191362579129,0.781683896662774,0.00287027676274453,"FT00727",130.048654302389,123.904930114746,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","No hit","No hit","No hit","No hit","No hit"
"FT00728",2943.09765625,83207.3793945312,28.272041608212,4.82130416311806,0.00138239105914976,"FT00728",130.048719476082,228.985961914062,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","No hit","No hit","No hit","No hit","No hit"
"FT00729",1165.47216796875,6594.7744140625,5.65845722901838,2.50040875774965,5.43916313404341e-07,"FT00729",130.048489813385,300.883422851562,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00730",1436078.875,2540955.375,1.76937034534402,0.823236048859848,0.169046060396096,"FT00730",130.049172112216,55.4885196685791,"Pyroglutamic acid;Pyrrolidonecarboxylic acid;Pyrroline hydroxycarboxylic acid;N-Acryloylglycine;1-Pyrroline-4-hydroxy-2-carboxylate","3-Furoic acid;2-Furoic acid","No hit","No hit","L-Glutamic acid;N-Acetylserine;O-Acetylserine;L-4-Hydroxyglutamate semialdehyde","No hit"
"FT00731",21075.1328125,77710.861328125,3.68732486857845,1.88257452943414,9.3490495635076e-06,"FT00731",130.064004316392,299.219345092773,"3-Methylene-indolenine","No hit","No hit","No hit","No hit","No hit"
"FT00733",790.913696289062,4955.94885253906,6.26610574047736,2.64756911538007,0.000333709732201849,"FT00733",130.063781554858,375.997985839844,"No hit","No hit","3-Ethylpyridine;2,4-Dimethylpyridine","No hit","No hit","No hit"
"FT00737",78517.0546875,465653.6875,5.93060564170822,2.56817944232151,2.73887538420134e-08,"FT00737",130.085118622815,46.5487537384033,"Pipecolic acid;L-Pipecolic acid;N4-Acetylaminobutanal;D-Pipecolic acid;L-trans-4-Methyl-2-pyrrolidinecarboxylic acid;2-Pyrrolidineacetic acid","No hit","No hit","No hit","No hit","No hit"
"FT00738",23142.833984375,91590.69140625,3.95762642846973,1.98463543875485,6.81866128186287e-12,"FT00738",130.085013131674,105.106761932373,"Pipecolic acid;L-Pipecolic acid;N4-Acetylaminobutanal;D-Pipecolic acid;L-trans-4-Methyl-2-pyrrolidinecarboxylic acid;2-Pyrrolidineacetic acid","No hit","No hit","No hit","No hit","No hit"
"FT00739",17092.98828125,61539.328125,3.60026737937362,1.84810405449161,7.75714688284722e-05,"FT00739",130.095658872764,51.656213760376,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00740",2913.13256835938,2925.10119628906,1.00410850781721,0.00591518087347863,0.769211413815034,"FT00740",130.103873769242,312.578948974609,"No hit","No hit","No hit","No hit","No hit","Perilla sugar;Nepetalactam;5-Ethyl-1,2,3,4,5,6-hexahydro-7H-cyclopenta[b]pyridin-7-one"
"FT00742",730406.875,741385.875,1.01503134810991,0.0215242841240815,0.449965822313361,"FT00742",130.158213312345,537.209045410156,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00743",923201.5,933838.59375,1.01152196324421,0.0165276455704409,0.0251736462039581,"FT00743",130.158203623056,596.620727539062,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00747",847139.25,874485.25,1.0322804072648,0.0458349157425034,0.187673810608666,"FT00747",130.158158514448,568.916931152344,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00749",482331.15625,476741.828125,-1.0117240145405,-0.0168157948190498,0.823349381454838,"FT00749",130.158255953424,468.119,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00752",276497.0625,291677.296875,1.05490197341608,0.0771089429731068,0.96492605897251,"FT00752",130.158242491719,343.286010742188,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00753",1443638.125,1415468.6875,-1.01990113786957,-0.0284293141401477,0.323771054988044,"FT00753",130.158270047332,310.575988769531,"No hit","1-Octene","No hit","No hit","No hit","No hit"
"FT00754",6615.2607421875,7327.45434570312,1.10765918854472,0.147514052297469,0.239648816428373,"FT00754",130.524855471482,52.8323040008545,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00757",6931.4775390625,5381.05078125,-1.28812713740128,-0.365274993643754,5.61130802927882e-05,"FT00757",130.9320860451,61.7124977111816,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00763",200,8331.12158203125,41.6556079101562,5.38043882720216,0.000774114397046321,"FT00763",131.00013958046,63.665412902832,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00764",200,17384.748046875,86.923740234375,6.44167834834685,1.43318690248861e-12,"FT00764",130.997440635385,93.6248016357422,"2-Thiophenemethanethiol","No hit","No hit","No hit","Dihydroxyfumaric acid;Ganglioside GD3 (d18:1/18:0);CL(20:2(11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(11Z));CL(20:2(11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z));CL(20:2(11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z));CL(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z));CL(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z));CL(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z));CL(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/16:0);CL(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/16:0);CL(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z));CL(20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/16:0);CL(20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/16:0);CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(11Z)/16:1(9Z));CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:1(9Z)/16:1(9Z));CL(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/16:1(9Z));CL(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/16:1(9Z));CL(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/16:1(9Z));CL(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/16:1(9Z));CL(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/16:1(9Z));Ganglioside GD3 (d18:0/18:0);Ganglioside GD3 (d18:0/18:1(11Z));Ganglioside GD3 (d18:0/18:1(9Z));N-Acetylglucosaminyl-diphosphodolichol;Dynorphin A;Maltononaose","No hit"
"FT00765",200,22358.7983398438,111.793991699219,6.8046988432629,9.23746839330477e-05,"FT00765",131.014754769692,107.12381362915,"No hit","No hit","No hit","No hit","No hit","Benzoquinoneacetic acid;Terephthalic acid;3,4-Methylenedioxybenzoic acid"
"FT00767",4418.41259765625,8901.8212890625,2.01471028164832,1.0105723919639,1.99775862519402e-10,"FT00767",131.032642152363,58.2570285797119,"Glutaconic acid;Citraconic acid;Mesaconic acid;Itaconic acid;Gamma-delta-Dioxovaleric acid;Methyl hydrogen fumarate","No hit","No hit","No hit","No hit","No hit"
"FT00768",80988.703125,138633.765625,1.71176670666067,0.775486093048643,0.221703924710282,"FT00768",131.05218289786,55.4931697845459,"2-[(Methylthio)methyl]-2-butenal","No hit","No hit","No hit","3-(Methylthio)propyl acetate;Ethyl 3-mercaptobutyrate;Methyl 3-(methylthio)butanoate;Propyl 2-mercaptopropionate;Methyl 4-(methylthio)butyrate;Methylthiomethyl butyrate;Ethyl 3-(methylthio)propanoate;Methyl 2-(methylthio)butyrate","No hit"
"FT00769",37990.37890625,156295.48046875,4.11408059010006,2.04057005487377,2.69772571567431e-07,"FT00769",131.048088275155,270.17399597168,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00770",5512.13916015625,19885.2998046875,3.60754676667558,1.85101809731207,0.000179878870640785,"FT00770",131.051973463186,172.961067199707,"2-[(Methylthio)methyl]-2-butenal","No hit","No hit","No hit","3-(Methylthio)propyl acetate;Ethyl 3-mercaptobutyrate;Methyl 3-(methylthio)butanoate;Propyl 2-mercaptopropionate;Methyl 4-(methylthio)butyrate;Methylthiomethyl butyrate;Ethyl 3-(methylthio)propanoate;Methyl 2-(methylthio)butyrate","No hit"
"FT00771",200,5986.81787109375,29.9340893554687,4.90371747662523,0.000544058375652057,"FT00771",131.052054009771,228.1689453125,"2-[(Methylthio)methyl]-2-butenal","No hit","No hit","No hit","3-(Methylthio)propyl acetate;Ethyl 3-mercaptobutyrate;Methyl 3-(methylthio)butanoate;Propyl 2-mercaptopropionate;Methyl 4-(methylthio)butyrate;Methylthiomethyl butyrate;Ethyl 3-(methylthio)propanoate;Methyl 2-(methylthio)butyrate","No hit"
"FT00772",2291.75073242188,9469.1005859375,4.13181959624848,2.04677726454191,1.00477265533841e-05,"FT00772",131.068584254772,299.013488769531,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00775",5504.48974609375,30796.4013671875,5.59477858761425,2.48408103792704,5.32647971769012e-08,"FT00775",131.088560476831,46.601261138916,"3-Methylcyclohexanethiol","No hit","No hit","No hit","No hit","No hit"
"FT00776",10926.4404296875,35569.748046875,3.25538296536453,1.70282727295546,6.96630013193871e-06,"FT00776",131.116811981234,70.7446060180664,"N-Acetylputrescine","2,5-Dihydro-2,4,5-trimethyloxazole;1-Piperidinecarboxaldehyde","No hit","No hit","No hit","No hit"
"FT00777",2459.599609375,8488.02587890625,3.45097870667784,1.78700557204493,7.77578619156661e-07,"FT00777",131.116909822901,92.4737129211426,"N-Acetylputrescine","2,5-Dihydro-2,4,5-trimethyloxazole;1-Piperidinecarboxaldehyde","No hit","No hit","No hit","No hit"
"FT00778",200,200,1,0,0.0411963958216551,"FT00778",131.116899155769,44.0684852600098,"N-Acetylputrescine","2,5-Dihydro-2,4,5-trimethyloxazole;1-Piperidinecarboxaldehyde","No hit","No hit","No hit","No hit"
"FT00779",1842.39196777344,4683.45727539062,2.54205259104047,1.34599387772621,0.00165333539147245,"FT00779",131.129506603311,51.6732273101807,"4-Trimethylammoniobutanal;Agmatine","No hit","No hit","No hit","No hit","No hit"
"FT00780",64469.47265625,61053.373046875,-1.05595267614047,-0.0785451799356374,0.815508138455554,"FT00780",131.16140013739,522.857055664062,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00781",84769.2265625,85366.7734375,1.00704910141606,0.010134027577531,0.282549124923034,"FT00781",131.161396843831,586.940307617188,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00782",128723.8359375,123589.375,-1.04154451737862,-0.0587245039285385,0.268489740417898,"FT00782",131.161464185527,310.575988769531,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00783",28648.8828125,28043.0390625,-1.02160406896876,-0.0308361763057482,0.671107169201056,"FT00783",131.161422386336,373.661041259766,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00788",44650.5625,46609.41015625,1.04387061543178,0.0619429053535954,0.190376508382308,"FT00788",131.161385147297,469.000244140625,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00791",200,2559.58444213867,12.7979222106934,3.67783769732729,0.002619428479142,"FT00791",131.522015377794,305.235992431641,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00793",144709.203125,113399.28515625,-1.27610330987192,-0.351745130518614,1.45249068409852e-07,"FT00793",131.92866859681,61.4022979736328,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00798",5594.65087890625,5630.865234375,1.0064730322325,0.00930851673450007,0.866754938127964,"FT00798",131.971913960433,51.1637687683105,"No hit","No hit","No hit","No hit","No hit","2(3H)-Benzothiazolethione"
"FT00799",7264.05126953125,6568.87963867188,-1.1058280359967,-0.145127053833235,0.0912512479691413,"FT00799",132.002442977179,66.7117919921875,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00802",16873.396484375,14396.1040039062,-1.17208075739079,-0.229071976136741,0.0997726471815297,"FT00802",132.002479629395,43.894263168335,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00803",9382.2666015625,3986.73498535156,-2.35337102567281,-1.23472878962336,0.000105289464932379,"FT00803",132.0259401439,53.9070930480957,"No hit","Trifluoroacetic acid","No hit","No hit","No hit","No hit"
"FT00804",2890.33642578125,6696.2373046875,2.3167674340462,1.21211322823893,4.3528219932054e-07,"FT00804",132.037862775097,276.186264038086,"No hit","No hit","No hit","No hit","No hit","Zapotidine"
"FT00805",543.156127929688,3335.70349121094,6.14133454394673,2.61855219480155,3.24844452903779e-05,"FT00805",132.043137846353,299.226440429688,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00806",501.814819335938,3056.80688476562,6.09150381172633,2.60679843074248,5.86435847896928e-05,"FT00806",132.043203812809,254.648864746094,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00807",4004.04833984375,17603.8100585938,4.39650288020267,2.13635641387604,9.42558505863254e-07,"FT00807",132.051643136379,270.160827636719,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00808",1196.30944824219,3087.53369140625,2.58088214211044,1.36786426120132,2.77439177181829e-05,"FT00808",132.054409887465,173.186645507812,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT00809",51960.77734375,237245.90625,4.56586522331034,2.19088827425128,0.794473429798244,"FT00809",132.064379183263,56.1712741851807,"4-Hydroxyproline;N-Acetyl-L-alanine;Propionylglycine;5-Aminolevulinic acid;L-Glutamic gamma-semialdehyde;3-Hydroxy-L-proline;4-Hydroxy-L-proline;5-Amino-2-oxopentanoic acid","Norfuraneol","No hit","No hit","No hit","No hit"
"FT00810",4098.8603515625,6914.27392578125,1.68687716407452,0.754354922509513,9.92124148537585e-05,"FT00810",132.064325994768,243.005615234375,"4-Hydroxyproline;N-Acetyl-L-alanine;Propionylglycine;5-Aminolevulinic acid;L-Glutamic gamma-semialdehyde;3-Hydroxy-L-proline;4-Hydroxy-L-proline;5-Amino-2-oxopentanoic acid","No hit","No hit","No hit","No hit","No hit"
"FT00811",22918.794921875,140005.3203125,6.10875575220017,2.61087855796047,3.88507893442323e-05,"FT00811",132.079801556865,299.214233398438,"3-Methylindole","No hit","No hit","No hit","No hit","No hit"
"FT00812",12554.580078125,10272.3579101562,-1.22217120820063,-0.289446399657942,0.00301625486449208,"FT00812",132.078928297482,243.523056030273,"No hit","No hit","1,2,5-Trimethyl-1H-pyrrole","No hit","No hit","No hit"
"FT00814",15205.3994140625,63177.134765625,4.15491451722054,2.05481879544312,0.00557959315360934,"FT00814",132.075591809539,93.3305282592773,"Creatine;Beta-Guanidinopropionic acid","No hit","No hit","No hit","No hit","No hit"
"FT00816",3759578.25,4979512,1.32448686232292,0.405433533586304,0.018064072135196,"FT00816",132.076496888278,69.374195098877,"Creatine;Beta-Guanidinopropionic acid","Dihydrouracil;N-Methylhydantoin","No hit","No hit","No hit","No hit"
"FT00817",8368.80078125,7865.73266601562,-1.06395693021807,-0.089439750633793,0.215743209170929,"FT00817",132.079610656465,151.742797851562,"3-Methylindole","No hit","No hit","No hit","No hit","No hit"
"FT00818",486074.53125,2109763.0625,4.34041063018564,2.1178315371648,2.93257933657057e-08,"FT00818",132.101028585929,205.281677246094,"L-Alloisoleucine;L-Norleucine;Beta-Leucine;D-Leucine","Delta-Hexanolactone;Gamma-Caprolactone;trans-Hex-2-enoic acid;Allyl propionate;2-Methyl-4-pentenoic acid;2,3-Hexanedione;3,4-Hexanedione;4-Methyl-2,3-pentanedione;2-Methyl-2-pentenoic acid;4-Methyl-2-pentenoic acid;2-Methyl-3-pentenoic acid;Prenyl formate;Ethyl crotonate;Methyl 4-pentenoate","No hit","No hit","Triethanolamine","No hit"
