"","BRCA1","nonBRCA1","FC_nonBRCA1_BRCA1","logFC_nonBRCA1_BRCA1","p.val.adj.nonBRCA1.BRCA1","labels","input.mz","input.rt","M+H","M+NH4","M+Na","M+K","M+H-H2O","M+H-2H2O"
"FT03858",11263.0400390625,11689.9013671875,1.03789929953588,0.053666475383889,0.172361955399614,"FT03858",221.072733967363,453.433380126953,"Dehydroxyzyleuton","No hit","No hit","No hit","No hit","No hit"
"FT03860",1175.39575195312,2514.63323974609,2.13939282626094,1.09720140838667,0.735142688158693,"FT03860",221.07490949892,57.1342926025391,"L-beta-aspartyl-L-serine ;Dehydroxyzyleuton;Aspartyl-Serine;Serinyl-Aspartate","No hit","No hit","No hit","No hit","No hit"
"FT03861",381.077117919922,2338.40289306641,6.13629835827033,2.61736863106973,0.000432776892496995,"FT03861",221.090582754575,210.86833190918,"5-Hydroxy-L-tryptophan","No hit","No hit","No hit","Glycyl-Tyrosine;Tyrosyl-Glycine;gamma-Glutaminyl-4-hydroxybenzene","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide "
"FT03862",2539.14282226562,33324.0009765625,13.1241144390721,3.71414817385953,1.35421664707627e-05,"FT03862",221.090729982335,254.187301635742,"5-Hydroxy-L-tryptophan","No hit","No hit","No hit","Glycyl-Tyrosine;Tyrosyl-Glycine;gamma-Glutaminyl-4-hydroxybenzene","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide "
"FT03863",599.565368652344,3214.06567382812,5.36065930734534,2.42241044862006,1.19297418926262e-05,"FT03863",221.090432907154,299.226440429688,"5-Hydroxy-L-tryptophan","No hit","No hit","No hit","Glycyl-Tyrosine;Tyrosyl-Glycine;gamma-Glutaminyl-4-hydroxybenzene","No hit"
"FT03864",894.0126953125,385.198440551758,-2.32091462787834,-1.2146934558139,0.0374068485881571,"FT03864",221.093903413614,52.7731342315674,"5-Hydroxy-L-tryptophan;1-Hydroxypyrene;Alanyl-Methionine;Cysteinyl-Valine;Methionyl-Alanine;Valyl-Cysteine","No hit","Dibenzyl ether","2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]non-3-ene;Linalyl formate;alpha-Terpineol formate;5-Pentyl-3h-furan-2-one;Methyl 4,8-decadienoate;Methyl (2E,4Z)-decadienoate;Neryl formate;Bornyl formate;cis-3-Hexenyl tiglate","Glycyl-Tyrosine;Tyrosyl-Glycine;gamma-Glutaminyl-4-hydroxybenzene","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide "
"FT03865",2423.8525390625,3378.23468017578,1.39374595844119,0.478967621538554,0.878796995620872,"FT03865",221.111826431626,68.5762481689453,"N-Acetyl-b-glucosaminylamine;Threoninyl-Threonine","No hit","No hit","No hit","No hit","No hit"
"FT03866",51840.375,204354.8984375,3.94200270421462,1.97892876607082,7.30204193278320e-10,"FT03866",221.119954861981,276.179840087891,"No hit","No hit","No hit","No hit","2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione","1-Methoxy-1-(2,4,5-trimethoxyphenyl)-2-propanol"
"FT03872",24508.392578125,24786.9228515625,1.01136468956704,0.0163033147071568,0.25443135973707,"FT03872",221.188482377768,418.720886230469,"Nootkatol;(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol;Dihydronootkatone;alpha-Valerenol;Isospathulenol;alpha-Santal-10-en-12-ol;Acolamone;alpha-Cyperol;beta-Costol;Epishyobunone;Preisocalamendiol;Epoxyguaiene;Acorenone;Isocyperol;Isoacolamone;(R)-2,7(14),9-Bisabolatrien-11-ol;Fukinone;(3S,6E)-6-Caryophyllen-15-al;Apritone;alpha-Bergamotenol;Spathulenol;beta-Santalol;trans-beta-Santalol;beta-Betulenol;Caryophyllene alpha-oxide;3,15-Epoxy-6-caryophyllene;8alpha-3-Copaen-8-ol;Acoragermacrone;4(15)-Copaen-11-ol;11-Copaen-4-ol;Humuladienone;Humulene epoxide I;Humulene epoxide II;Humulenol I;Humulenol II;Bisacurol;Aromadendrene epoxide","No hit","Tridecanal","No hit","Geranyl 3-methylbutanoate;Linalyl isovalerate;(3S,4S,6R,7S)-1,10-Bisaboladiene-3,4-diol;beta-Kessyl alcohol;alpha-Terpinyl pentanoate;Citronellyl trans-2-methyl-2-butenoate;Geranyl 2-methylbutyrate;Isobornyl 2-methylbutyrate;Guaidiol;Calamendiol;Germacrenone;3beta-7-Drimene-3,11-diol;Tricyclohumuladiol;1,6,9-Farnesatriene-3,11-diol;2-Propenyl cyclohexanehexanoate;2,10-Bisaboladiene-1,4-diol;5(1->10)-Abeo-1,12-patchoulanediol;Bornyl valerate;Bornyl isovalerate;Isobornyl isovalerate;Methyl (Z,Z)-5,8-tetradecadienoate;(2E,6E,9xi)-Farnesol;Terpenyl isovalerate;Geranyl valerate;alpha-Kessyl alcohol","No hit"
"FT03873",1918.03515625,24977.443359375,13.0224116476619,3.70292474384678,1.82245439364404e-09,"FT03873",221.184537025284,59.3778457641602,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03875",200,1231.63159179688,6.15815795898437,2.62249887350821,0.00317387173569019,"FT03875",221.408182311943,300.734436035156,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03878",4080.6201171875,2953.26629638672,-1.38173117750339,-0.466476959715111,0.587537809819307,"FT03878",221.508443044178,107.387413024902,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03882",200,1988.546875,9.942734375,3.31364266534478,0.00269724593232272,"FT03882",221.742755880133,300.89436340332,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03883",2262.681640625,2962.25952148438,1.30918087118351,0.38866442801907,0.00892197225270806,"FT03883",221.929173807336,42.9270477294922,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03886",2705.75854492188,2891.7021484375,1.06872143261438,0.0958858566521983,0.0567062474613276,"FT03886",221.96928331472,53.5550861358643,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03888",3264.408203125,19036.421875,5.83150779267634,2.54386895439869,0.114368149510446,"FT03888",221.984354850661,267.949005126953,"No hit","No hit","No hit","L-Homocysteic acid","No hit","No hit"
"FT03892",18627.595703125,16309.1120605469,-1.14215879037258,-0.191763237528948,0.544344701289705,"FT03892",222.010354931243,106.742782592773,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03893",816.222290039062,3051.77661132812,3.73890378708241,1.90261534691552,0.00945328290946527,"FT03893",222.021420985216,190.28840637207,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03894",61894.015625,350830.375,5.66824387555643,2.50290183138346,7.84464309886349e-06,"FT03894",222.027849396177,53.6308860778809,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03896",4528.42578125,4290.84008789062,-1.05537043760495,-0.0777494773133068,0.0723634880872064,"FT03896",222.068083256352,319.254014160156,"No hit","Sinalexin","No hit","No hit","No hit","No hit"
"FT03898",277.471405029297,3100.49072265625,11.1740909746317,3.48208556614085,2.47454622859612e-06,"FT03898",222.077800702274,315.582748413086,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03899",1992.70080566406,2735.52502441406,1.37277257912407,0.457092640673856,0.68228842067753,"FT03899",222.096150600513,67.906063079834,"N-Acetylgalactosamine;N-Acetyl-D-glucosamine;Beta-N-Acetylglucosamine;N-Acetyl-b-D-galactosamine;N-Acetylmannosamine","No hit","No hit","No hit","N-Gluconyl ethanolamine","No hit"
"FT03900",200,4743.12744140625,23.7156372070312,4.56776672708611,7.2953717804107e-06,"FT03900",222.094881955827,254.319351196289,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03902",38655.21484375,40538.388671875,1.0487171998846,0.0686256890404655,0.30669818378895,"FT03902",222.111065744201,243.204254150391,"Carbofuran","No hit","Ecgonine methyl ester;Neotussilagine","No hit","No hit","No hit"
"FT03903",18336.423828125,12779.2416992188,-1.43486008479251,-0.520910064554447,2.7130720394911e-08,"FT03903",222.110984205603,105.286487579346,"Carbofuran","No hit","Ecgonine methyl ester;Neotussilagine","No hit","No hit","No hit"
"FT03904",9177.23828125,9392.91552734375,1.02350132354462,0.0335129679890994,0.0904275474972236,"FT03904",222.111042133782,263.166015625,"Carbofuran","No hit","Ecgonine methyl ester;Neotussilagine","No hit","No hit","No hit"
"FT03906",26901.333984375,25557.0302734375,-1.0526001533259,-0.0739575100920045,0.0727114256420844,"FT03906",222.123548982726,478.440231323242,"No hit","D-Tryptophan;3-Hydroxymethylantipyrine;(±)-Tryptophan","No hit","No hit","No hit","No hit"
"FT03907",7706.2568359375,29215.55859375,3.79114779272677,1.92263469910362,9.29934741711325e-10,"FT03907",222.121192512609,276.153137207031,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03908",8106.0244140625,8262.060546875,1.0192494032638,0.027507112177348,0.551136190844349,"FT03908",222.147306268267,468.45295715332,"Dioscorine","4-Hydroxy-3-(3-methyl-2-butenyl)acetophenone;alpha,alpha-Dimethylanisalacetone;6-(1-Hydroxyethyl)-2,2-dimethyl-2H-1-benzopyran;3-Isovalidene-3alpha,4-dihydrophthalide;Phenethyl tiglate","No hit","No hit","Petasinine","No hit"
"FT03910",7870.818359375,7525.08032226562,-1.04594476368397,-0.0648066649085925,0.0644409170995054,"FT03910",222.147297765939,287.526321411133,"Dioscorine","4-Hydroxy-3-(3-methyl-2-butenyl)acetophenone;alpha,alpha-Dimethylanisalacetone;6-(1-Hydroxyethyl)-2,2-dimethyl-2H-1-benzopyran;3-Isovalidene-3alpha,4-dihydrophthalide;Phenethyl tiglate","No hit","No hit","Petasinine","No hit"
"FT03916",200,3195.76025390625,15.9788012695312,3.99808727615883,7.79989543405436e-10,"FT03916",222.187472827501,59.4869384765625,"No hit","No hit","No hit","No hit","No hit","N-Lauroylglycine"
"FT03918",4327.83349609375,3836.12231445312,-1.12817922405342,-0.173996274398012,0.488000913677881,"FT03918",222.512577183707,106.978759765625,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03919",2483.94384765625,5927.48608398438,2.38632048368457,1.25478781049896,0.0285216888626373,"FT03919",222.905473013122,42.9138259887695,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03922",4382.51123046875,5384.12280273438,1.22854740572074,0.296953527768197,0.003210352482373,"FT03922",222.966294838661,53.5492992401123,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03925",367.41552734375,2475.32223510742,6.7371192856298,2.75213184352336,0.12778803249639,"FT03925",222.986340304582,268.150604248047,"No hit","No hit","No hit","5-Hydroxyisourate","No hit","No hit"
"FT03926",1872.33728027344,6093.24584960938,3.25435268196952,1.70237060778881,2.1501272344794e-06,"FT03926",222.991254059064,245.300170898438,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03928",10732.09765625,5548.50476074219,-1.9342323957589,-0.951761143349684,0.628402251066614,"FT03928",223.007587971193,105.932571411133,"Ganglioside GT1b (d18:0/24:0);Ganglioside GT1b (d18:0/24:1(15Z));Ganglioside GT1b (d18:1/24:0);Ganglioside GT1c (d18:0/24:0);Ganglioside GT1c (d18:0/24:1(15Z));Ganglioside GT1c (d18:1/24:0)","No hit","No hit","No hit","No hit","No hit"
"FT03930",874.256042480469,31752.3564453125,36.3192873740096,5.18266399046585,2.02387847835407e-07,"FT03930",223.022963209418,47.9233913421631,"No hit","No hit","4-Fumarylacetoacetic acid;Maleylacetoacetic acid","No hit","L-Cystine","No hit"
"FT03931",3482.30029296875,20697.4873046875,5.94362506486836,2.57134311080993,1.58306341756197e-05,"FT03931",223.031283759412,53.6500701904297,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03935",20988.322265625,438224.946777344,20.8794653155805,4.38401286252135,0.00902738337499364,"FT03935",223.073418190249,51.8770027160645,"L-Cystathionine;Allocystathionine;Cysteinyl-Threonine;Threoninyl-Cysteine","No hit","(Z)-3-(1-Butenyl)-1H-2-benzopyran-1-one","(1'R)-Nepetalic acid;(S)-Oleuropeic acid;(4S,8R)-8,9-Dihydroxy-p-menth-1(6)-en-2-one","(±)-2-(1-Methylpropyl)-4,6-dinitrophenol","Ribothymidine;Imidazoleacetic acid riboside;3-Methyluridine"
"FT03936",2388.15185546875,4539.5986328125,1.90088357338627,0.926670171522469,0.041226569558947,"FT03936",223.073384452744,105.286586761475,"L-Cystathionine;Allocystathionine;Cysteinyl-Threonine;Threoninyl-Cysteine","No hit","(Z)-3-(1-Butenyl)-1H-2-benzopyran-1-one","(1'R)-Nepetalic acid;(S)-Oleuropeic acid;(4S,8R)-8,9-Dihydroxy-p-menth-1(6)-en-2-one","(±)-2-(1-Methylpropyl)-4,6-dinitrophenol","Ribothymidine;Imidazoleacetic acid riboside;3-Methyluridine"
"FT03938",11020.69140625,9998.1240234375,-1.10227592500507,-0.140485408853331,0.328169331554495,"FT03938",223.095064883147,518.517972167969,"Monoisobutyl phthalic acid;Monobutylphthalate;5'-(3'-Methoxy-4'-hydroxyphenyl)-gamma-valerolactone;Isodillapiole;Dillapiol;Dihydrodeoxy-8-epiaustdiol","Lipoamide","cis-4-Decenedioic acid;cis-5-Decenedioic acid;5-Pentyltetrahydro-2-oxo-3-furancarboxylic acid;alpha-Carboxy-delta-nonalactone;(±)-Camphoric acid;(1R,2R,3S,1'R)-Nepetalinic acid","No hit","3-(3,4,5-Trimethoxyphenyl)propanoic acid","1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone"
"FT03939",2654.66430664062,9562.75549316406,3.60224660769458,1.84889695068325,0.091674718922469,"FT03939",223.106670325702,278.867980957031,"Glycyl-Phenylalanine;Phenylalanyl-Glycine","Indolelactic acid;5-Methoxyindoleacetate;Cinnamoylglycine;Edulitine","No hit","No hit","No hit","No hit"
"FT03941",2116.54321289062,2871.64575195312,1.35676216505461,0.440167844287664,0.0310366572561621,"FT03941",223.114904962722,300.546875,"No hit","No hit","No hit","No hit","No hit","Strobilurin A"
"FT03942",5826.00146484375,6683.74169921875,1.14722623046886,0.198149915671562,0.0506389180251293,"FT03942",223.114565594266,243.188217163086,"No hit","No hit","No hit","No hit","Obtustyrene;(E)-3,5-Dimethoxystilbene","Strobilurin A"
"FT03943",3161.61547851562,2382.90185546875,-1.32679215103204,-0.407942382643574,0.00365519496942406,"FT03943",223.114450961952,104.85018157959,"No hit","No hit","No hit","No hit","Obtustyrene;(E)-3,5-Dimethoxystilbene","Strobilurin A"
"FT03947",14182.4248046875,12720.1328125,-1.11495886196648,-0.156990480789678,0.0421124499480661,"FT03947",223.129007037491,481.628540039062,"No hit","No hit","(S)-9-Hydroxy-10-undecenoic acid;3-Nonanon-1-yl acetate","No hit","No hit","No hit"
"FT03953",3634.27026367188,3607.060546875,-1.00754345995674,-0.0108420701297032,0.829036095449208,"FT03953",223.151940240692,322.258041381836,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03954",8050.67333984375,7949.52807617188,-1.01272342995744,-0.0182402346452008,0.969555506407984,"FT03954",223.167965085441,519.185150146484,"Rishitin;Kobusone;Isokobusone;(10betaH,11xi)-11-Hydroxy-13-nor-6-eremophilen-8-one","No hit","Dodecanoic acid;Ethyl decanoate;2-Heptyl butyrate;Nonanal propyleneglycol acetal;Hexyl hexanoate;Isopropyl nonanoate;Octyl butanoate;Octyl 2-methylpropanoate;(R)-Dihydrocitronellol acetate;Pentyl heptanoate;Decyl acetate","No hit","L-Menthyl acetoacetate","Tetradecanedioic acid;Diethyl decanedioate;Diisobutyl adipate"
"FT03958",2637.22900390625,1093.94934082031,-2.41074143518263,-1.26947692253572,0.432682647692256,"FT03958",223.509108430483,105.661865234375,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03959",1351.21423339844,1573.20516967773,1.16428996290319,0.219450401842834,0.176782827566387,"FT03959",223.520706858591,65.5662460327148,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03960",200,2191.48306274414,10.9574153137207,3.45383562367489,0.00304444053680172,"FT03960",223.651052725404,275.061950683594,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03962",200,6482.08203125,32.41041015625,5.01838537307609,1.71920114393014e-11,"FT03962",223.944702306616,51.1872482299805,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03966",9999.1796875,10322.2309570312,1.03230777720047,0.0458731669257273,0.0667551556688375,"FT03966",223.986200911598,267.480743408203,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03967",55243.83984375,191867.0625,3.47309424983258,1.79622156186342,0.000212685257628516,"FT03967",223.987434277267,42.8914489746094,"No hit","No hit","Systemin","No hit","No hit","No hit"
"FT03969",5814.49462890625,27151.6748046875,4.66965343294073,2.2233154815985,9.14791644559532e-06,"FT03969",224.026496151095,53.588846206665,"No hit","No hit","Thiabendazole","No hit","No hit","No hit"
"FT03975",1940.21264648438,37931.6013793945,19.5502289133749,4.28911359501627,0.00835964498974383,"FT03975",224.075973788929,51.8510055541992,"No hit","2-Methylcitric acid;(R)-lipoic acid;Homocitric acid","No hit","No hit","No hit","No hit"
"FT03980",52552,44339.572265625,-1.18521666571741,-0.245150817759125,0.000465901131653204,"FT03980",224.126376852252,71.2315368652344,"No hit","Ethyl trans-p-methoxycinnamate;Phenylmethylglycidic ester;(2RS,5RS)-(E)-2-(2-Phenylethenyl)-1,3-dioxan-5-ol;Isoeugenyl acetate","Capryloylglycine;Valproylglycine","No hit","No hit","No hit"
"FT03981",580603.875,438451.5625,-1.32421440509748,-0.405136729492755,3.24520825486646e-06,"FT03981",224.126775173308,104.56819152832,"No hit","Ethyl trans-p-methoxycinnamate;Phenylmethylglycidic ester;(2RS,5RS)-(E)-2-(2-Phenylethenyl)-1,3-dioxan-5-ol;Isoeugenyl acetate","Capryloylglycine;Valproylglycine","No hit","No hit","No hit"
"FT03983",969990.5625,974600.53125,1.00475259134287,0.00684029823535646,0.965085243230887,"FT03983",224.126866016988,243.329208374023,"No hit","Ethyl trans-p-methoxycinnamate;Phenylmethylglycidic ester;(2RS,5RS)-(E)-2-(2-Phenylethenyl)-1,3-dioxan-5-ol;Isoeugenyl acetate","Capryloylglycine;Valproylglycine","No hit","No hit","No hit"
"FT03984",20282.345703125,20105.4990234375,-1.00879593585224,-0.012634368588421,0.273121465181413,"FT03984",224.126514408719,215.111877441406,"No hit","Ethyl trans-p-methoxycinnamate;Phenylmethylglycidic ester;(2RS,5RS)-(E)-2-(2-Phenylethenyl)-1,3-dioxan-5-ol;Isoeugenyl acetate","Capryloylglycine;Valproylglycine","No hit","No hit","No hit"
"FT03990",11921.5927734375,11242.3959960938,-1.06041388130962,-0.084627460988755,0.229752518689372,"FT03990",224.199240210308,353.636047363281,"(E,E)-2,4-Decadienoic isobutylamide","4-(1,1,3,3-Tetramethylbutyl)-phenol;delta-Methylionone;3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one;Methyl-delta-ionone;alpha-(p-(1,1,3,3-Tetramethylbutyl)phenyl)-omega-hydroxypoly(oxyethylene);alpha-Irone;Etaspirene;10-Isopropyl-2,7-dimethyl-1-oxaspiro[4.5]deca-3,6-diene","No hit","No hit","No hit","No hit"
"FT03995",2526.87939453125,5472.0107421875,2.16552113806072,1.11471425489292,0.0306501179395732,"FT03995",224.902213734024,42.9042472839355,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03996",5418.19970703125,4375.70129394531,-1.23824716155293,-0.308299313871006,0.682666839496493,"FT03996",224.923156733628,105.857360839844,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03997",10560.02734375,12130.0532226562,1.14867630810023,0.19997231017718,0.189432022142148,"FT03997",224.937836061159,53.5722565155029,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03998",6985.5439453125,10207.15625,1.46118274108766,0.547136618370262,3.98977540158234e-08,"FT03998",224.946802177033,73.0386505126953,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT03999",3352.10864257812,1187.96746826172,-2.82171754036587,-1.49657357847073,1.09375328315378e-07,"FT03999",224.954485091788,47.6624813079834,"No hit","No hit","No hit","2-Phosphoglyceric acid;3-Phosphoglyceric acid;2-Phospho-D-glyceric acid","No hit","No hit"
"FT04000",762.435363769531,4119.41357421875,5.40296760875846,2.43375203291415,9.99662834780316e-12,"FT04000",224.969842604728,192.935508728027,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04001",14978.142578125,58063.2421875,3.87653154485918,1.95476640474544,0.000124008550095736,"FT04001",224.98868968176,42.8998794555664,"No hit","No hit","Ganglioside GT2 (d18:1/22:1(13Z))","No hit","No hit","No hit"
"FT04002",690.239868164062,7308.83935546875,10.5888397535037,3.40447261305907,1.44377603924831e-10,"FT04002",225.013835440183,113.565170288086,"No hit","No hit","Bergaptol;Xanthotoxol","No hit","No hit","No hit"
"FT04003",297.089996337891,5314.591796875,17.8888278379812,4.16098695305784,1.18705245478919e-06,"FT04003",225.021165415441,48.1118278503418,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04006",1249.50415039062,2840.59582519531,2.27337846321461,1.18483787841524,0.993976053309536,"FT04006",225.031803642015,52.7095165252686,"No hit","Ganglioside GT2 (d18:0/25:0);Ganglioside GT2 (d18:1/25:0)","No hit","1-Naphthaleneacetic acid","No hit","No hit"
"FT04009",1094.68920898438,19780.2350158691,18.0692701211705,4.17546632694298,0.009233193885319,"FT04009",225.07080160944,51.8510055541992,"No hit","No hit","No hit","cis- and trans-L-Mercapto-p-menthan-3-one;8-Mercapto-p-menthan-3-one","No hit","No hit"
"FT04010",200,2210.40081787109,11.0520040893555,3.46623609596254,3.42140804060764e-05,"FT04010",225.0679905314,251.162170410156,"No hit","No hit","No hit","No hit","No hit","1,2,3,4-Tetrahydro-b-carboline-1,3-dicarboxylic acid"
"FT04011",535.177856445312,1051.76080322266,1.96525471029112,0.974716307628709,0.786271513400234,"FT04011",225.086452885144,243.785919189453,"Hydroxykynurenine;L-3-Hydroxykynurenine;5-Hydroxykynurenine;L-Nicotianine","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","Alanyl-Hydroxyproline;Hydroxyprolyl-Alanine;Prolyl-Serine;Serinyl-Proline","No hit","Thymidine","L-alpha-glutamyl-L-hydroxyproline ;Oxypinnatanine"
"FT04013",8620.2373046875,8598.2109375,-1.0025617384067,-0.00369108151873623,0.734929813598138,"FT04013",225.108951976445,302.902893066406,"No hit","Dihydrolipoamide;6-Amino-9H-purine-9-propanoic acid","Sebacic acid;R-2-Hydroxy-3-methylbutanoic acid 3-Methylbutanoyl","No hit","No hit","No hit"
"FT04015",7400.00244140625,6234.73559570312,-1.18689916000708,-0.2471973675513,0.000779485288742302,"FT04015",225.129848189854,71.456298828125,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04016",128499.125,127268.84375,-1.00966679050229,-0.0138792543586754,0.847400789379951,"FT04016",225.130162380119,243.420471191406,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04017",74768.703125,58200.66796875,-1.28467087637458,-0.361398798453821,4.11279550780301e-06,"FT04017",225.130055295409,105.060249328613,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04027",200,1333.94372558594,6.66971862792969,2.73762590044242,0.00342670154533991,"FT04027",225.561698422765,297.211517333984,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04029",200,2723.6142578125,13.6180712890625,3.76745048555456,0.00258346394786034,"FT04029",225.768640957947,300.896331787109,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04032",375.581451416016,1224.80955505371,3.26110235326036,1.7053597223571,0.155290711471829,"FT04032",225.954280749968,267.886535644531,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04033",838.321044921875,4448.51147460938,5.30645329919392,2.40774792180969,4.34064563741021e-12,"FT04033",225.979154397522,170.093612670898,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04034",501.294464111328,2709.38879394531,5.4047849874991,2.43423722598235,1.41608844581905e-07,"FT04034",225.977550605342,51.476390838623,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04035",6155.30078125,9008.83251953125,1.46358932563841,0.54951079885421,0.0142425301482231,"FT04035",225.978824716206,128.395645141602,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04036",822.473388671875,1101.00717163086,1.33865385408853,0.420782960252241,0.082428632991772,"FT04036",225.979068828933,268.140502929688,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04037",14510.9248046875,57825.07421875,3.98493376521878,1.99455574494736,0.000280061950208814,"FT04037",225.985896721239,42.9001884460449,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04039",439.527770996094,4077.29113769531,9.27652677885409,3.21358474750244,1.10802605117159e-09,"FT04039",226.01336756228,113.471656799316,"No hit","No hit","Cystathionine ketimine","No hit","No hit","No hit"
"FT04040",1307.05041503906,2728.86267089844,2.08780215322978,1.061985004016,6.06724663621807e-06,"FT04040",226.014275314979,276.066864013672,"No hit","No hit","Cystathionine ketimine","No hit","No hit","No hit"
"FT04045",200,2723.09002685547,13.6154501342773,3.76717277434984,6.34460674570394e-05,"FT04045",226.038083817037,68.928840637207,"No hit","(Z)-[3-(Methylsulfinyl)-1-propenyl] 2-propenyl disulfide","No hit","No hit","No hit","No hit"
"FT04048",1500.87927246094,1954.41302490234,1.30217870335284,0.380927449079324,0.282499204652856,"FT04048",226.075025210293,52.1187171936035,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04049",1227.69030761719,1984.73583984375,1.61664210227081,0.693000325423152,0.00649826801557123,"FT04049",226.110744485705,302.565002441406,"No hit","No hit","No hit","No hit","No hit","Methylmalonylcarnitine"
"FT04051",13618.2353515625,13470.9584960938,-1.01093291583605,-0.0156872650928166,0.516937255677598,"FT04051",226.132515480421,243.228012084961,"4-(Dimethylamino)azobenzene","No hit","No hit","N1-Acetylspermidine;N8-Acetylspermidine","No hit","Arginyl-Serine;Serinyl-Arginine"
"FT04052",7779.837890625,6565.41284179688,-1.18497314305916,-0.244854361389822,0.00026923390819745,"FT04052",226.132232192221,104.971424102783,"4-(Dimethylamino)azobenzene","No hit","No hit","N1-Acetylspermidine;N8-Acetylspermidine","No hit","Arginyl-Serine;Serinyl-Arginine"
"FT04053",2197.92626953125,16018.1918945312,7.28786589276602,2.86549641171659,7.22222710695831e-06,"FT04053",226.124992268772,276.047134399414,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04054",11558.2294921875,8482.36669921875,-1.36261846510975,-0.446381662254174,0.325567114106791,"FT04054",226.157288438966,378.668182373047,"No hit","1,2-Diphenylcyclobutane;2,4-Diphenyl-1-butene","No hit","No hit","Lysyl-Proline;Prolyl-Lysine","No hit"
"FT04056",18648.4140625,18566.7216796875,-1.00439993576798,-0.00633384146077366,0.97485801913718,"FT04056",226.178442564199,439.08171081543,"No hit","Eremopetasinorol;(S,E)-Lyratol propanoate;(5R,6S)-5,6-Epoxy-7-megastigmen-9-one;Theaspirone A;2,2,6,7-Tetramethylbicyclo[4.3.0]nona-1(9),4-diene-7,8-diol;3-Hydroxy-beta-ionone","No hit","No hit","N-Undecanoylglycine","No hit"
"FT04065",2069.65380859375,3398.74932861328,1.64218253047963,0.715614493243724,0.0401894948714826,"FT04065",226.900710547586,42.8998794555664,"No hit","No hit","No hit","No hit","1,2,3,5-Tetrachloro-4-methoxybenzene","No hit"
"FT04066",2590.32348632812,4696.28930664062,1.8130126725206,0.858389009207126,0.686032999608513,"FT04066",226.937928066968,58.8347206115723,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04068",438792.96875,45576.4375,-9.62762762556858,-3.26718034277474,1.01179867104985e-06,"FT04068",226.950216679524,47.9178810119629,"No hit","No hit","No hit","No hit","No hit","No hit"
"FT04069",4022.9345703125,3823.5166015625,-1.05215564349021,-0.0733481356970467,0.194238485715815,"FT04069",226.960628040264,105.379299163818,"No hit","No hit","No hit","No hit","No hit","No hit"
